X	Y	Z	Resultado	
-6	1	-10	3.3961	
-6	1	-9	3.66011	
-6	1	-8	3.95682	
-6	1	-7	4.28832	
-6	1	-6	4.65408	
-6	1	-5	5.0483	
-6	1	-4	5.4561	
-6	1	-3	5.8492	
-6	1	-2	6.18416	
-6	1	-1	6.40839	
-6	1	0	6.47738	
-6	1	1	6.37586	
-6	1	2	6.12627	
-6	1	3	5.77643	
-6	1	4	5.378	
-6	1	5	4.97148	
-6	1	6	4.58219	
-6	1	7	4.22294	
-6	1	8	3.89827	
-6	1	9	3.60806	
-6	1	10	3.34995	
-6	2	-10	3.36002	
-6	2	-9	3.61507	
-6	2	-8	3.90011	
-6	2	-7	4.21642	
-6	2	-6	4.56262	
-6	2	-5	4.93225	
-6	2	-4	5.31056	
-6	2	-3	5.67111	
-6	2	-2	5.97505	
-6	2	-1	6.17682	
-6	2	0	6.23873	
-6	2	1	6.14797	
-6	2	2	5.92328	
-6	2	3	5.60526	
-6	2	4	5.23895	
-6	2	5	4.86093	
-6	2	6	4.49514	
-6	2	7	4.15447	
-6	2	8	3.84418	
-6	2	9	3.56503	
-6	2	10	3.31541	
-6	3	-10	3.30177	
-6	3	-9	3.54282	
-6	3	-8	3.80984	
-6	3	-7	4.10304	
-6	3	-6	4.41997	
-6	3	-5	4.75351	
-6	3	-4	5.08943	
-6	3	-3	5.40427	
-6	3	-2	5.66549	
-6	3	-1	5.83681	
-6	3	0	5.88913	
-6	3	1	5.81271	
-6	3	2	5.62173	
-6	3	3	5.34766	
-6	3	4	5.02675	
-6	3	5	4.68994	
-6	3	6	4.35883	
-6	3	7	4.04611	
-6	3	8	3.75782	
-6	3	9	3.49581	
-6	3	10	3.2595	
-6	4	-10	3.22474	
-6	4	-9	3.44817	
-6	4	-8	3.69287	
-6	4	-7	3.95801	
-6	4	-6	4.24021	
-6	4	-5	4.53203	
-6	4	-4	4.82037	
-6	4	-3	5.08537	
-6	4	-2	5.30131	
-6	4	-1	5.44099	
-6	4	0	5.4834	
-6	4	1	5.42164	
-6	4	2	5.26572	
-6	4	3	5.03848	
-6	4	4	4.76735	
-6	4	5	4.47714	
-6	4	6	4.18639	
-6	4	7	3.90702	
-6	4	8	3.64559	
-6	4	9	3.40489	
-6	4	10	3.18542	
-6	5	-10	3.13297	
-6	5	-9	3.33665	
-6	5	-8	3.55686	
-6	5	-7	3.79191	
-6	5	-6	4.03786	
-6	5	-5	4.28745	
-6	5	-4	4.52914	
-6	5	-3	4.74686	
-6	5	-2	4.92109	
-6	5	-1	5.03227	
-6	5	0	5.06584	
-6	5	1	5.01707	
-6	5	2	4.89279	
-6	5	3	4.7089	
-6	5	4	4.48533	
-6	5	5	4.24111	
-6	5	6	3.99149	
-6	5	7	3.74716	
-6	5	8	3.51468	
-6	5	9	3.29749	
-6	5	10	3.09695	
-6	6	-10	3.03062	
-6	6	-9	3.21382	
-6	6	-8	3.40917	
-6	6	-7	3.61447	
-6	6	-6	3.82557	
-6	6	-5	4.03581	
-6	6	-4	4.23545	
-6	6	-3	4.41191	
-6	6	-2	4.55077	
-6	6	-1	4.63829	
-6	6	0	4.66457	
-6	6	1	4.62645	
-6	6	2	4.52849	
-6	6	3	4.38154	
-6	6	4	4.19972	
-6	6	5	3.99724	
-6	6	6	3.78621	
-6	6	7	3.57576	
-6	6	8	3.37207	
-6	6	9	3.17886	
-6	6	10	2.99805	
-6	7	-10	2.92158	
-6	7	-9	3.08465	
-6	7	-8	3.25612	
-6	7	-7	3.43356	
-6	7	-6	3.61298	
-6	7	-5	3.78849	
-6	7	-4	3.95218	
-6	7	-3	4.09439	
-6	7	-2	4.20466	
-6	7	-1	4.27341	
-6	7	0	4.29396	
-6	7	1	4.26419	
-6	7	2	4.18714	
-6	7	3	4.07018	
-6	7	4	3.9232	
-6	7	5	3.75663	
-6	7	6	3.57986	
-6	7	7	3.40042	
-6	7	8	3.22383	
-6	7	9	3.05376	
-6	7	10	2.89241	
-6	8	-10	2.8092	
-6	8	-9	2.95324	
-6	8	-8	3.10267	
-6	8	-7	3.25503	
-6	8	-6	3.40666	
-6	8	-5	3.5526	
-6	8	-4	3.68652	
-6	8	-3	3.80112	
-6	8	-2	3.88887	
-6	8	-1	3.94308	
-6	8	0	3.95921	
-6	8	1	3.93585	
-6	8	2	3.87503	
-6	8	3	3.78178	
-6	8	4	3.66303	
-6	8	5	3.52635	
-6	8	6	3.37892	
-6	8	7	3.2268	
-6	8	8	3.07474	
-6	8	9	2.92615	
-6	8	10	2.78328	
-6	9	-10	2.69622	
-6	9	-9	2.82279	
-6	9	-8	2.95242	
-6	9	-7	3.08278	
-6	9	-6	3.21066	
-6	9	-5	3.33194	
-6	9	-4	3.44167	
-6	9	-3	3.53436	
-6	9	-2	3.60457	
-6	9	-1	3.64761	
-6	9	0	3.66038	
-6	9	1	3.6419	
-6	9	2	3.59356	
-6	9	3	3.51883	
-6	9	4	3.42257	
-6	9	5	3.3103	
-6	9	6	3.18744	
-6	9	7	3.05881	
-6	9	8	2.92836	
-6	9	9	2.79914	
-6	9	10	2.67331	
-6	10	-10	2.58472	
-6	10	-9	2.69559	
-6	10	-8	2.80778	
-6	10	-7	2.91919	
-6	10	-6	3.02707	
-6	10	-5	3.12807	
-6	10	-4	3.21833	
-6	10	-3	3.29373	
-6	10	-2	3.35033	
-6	10	-1	3.38481	
-6	10	0	3.395	
-6	10	1	3.38025	
-6	10	2	3.3415	
-6	10	3	3.28117	
-6	10	4	3.20272	
-6	10	5	3.11017	
-6	10	6	3.00761	
-6	10	7	2.89883	
-6	10	8	2.78709	
-6	10	9	2.67499	
-6	10	10	2.56454	
-5	-10	-10	2.63888	
-5	-10	-9	2.75717	
-5	-10	-8	2.87754	
-5	-10	-7	2.99777	
-5	-10	-6	3.1149	
-5	-10	-5	3.22519	
-5	-10	-4	3.3243	
-5	-10	-3	3.40748	
-5	-10	-2	3.47014	
-5	-10	-1	3.50838	
-5	-10	0	3.51962	
-5	-10	1	3.5031	
-5	-10	2	3.45995	
-5	-10	3	3.39305	
-5	-10	4	3.30648	
-5	-10	5	3.20491	
-5	-10	6	3.09303	
-5	-10	7	2.97509	
-5	-10	8	2.85467	
-5	-10	9	2.73458	
-5	-10	10	2.61692	
-5	-9	-10	2.75892	
-5	-9	-9	2.89495	
-5	-9	-8	3.03524	
-5	-9	-7	3.17736	
-5	-9	-6	3.31785	
-5	-9	-5	3.4521	
-5	-9	-4	3.57446	
-5	-9	-3	3.67848	
-5	-9	-2	3.75766	
-5	-9	-1	3.80634	
-5	-9	0	3.8207	
-5	-9	1	3.79957	
-5	-9	2	3.74469	
-5	-9	3	3.66029	
-5	-9	4	3.55228	
-5	-9	5	3.42722	
-5	-9	6	3.29142	
-5	-9	7	3.15036	
-5	-9	8	3.00841	
-5	-9	9	2.86882	
-5	-9	10	2.73383	
-5	-8	-10	2.88152	
-5	-8	-9	3.03757	
-5	-8	-8	3.20085	
-5	-8	-7	3.36887	
-5	-8	-6	3.53773	
-5	-8	-5	3.70186	
-5	-8	-4	3.85396	
-5	-8	-3	3.98527	
-5	-8	-2	4.08651	
-5	-8	-1	4.14932	
-5	-8	0	4.16792	
-5	-8	1	4.14053	
-5	-8	2	4.06978	
-5	-8	3	3.96209	
-5	-8	4	3.82613	
-5	-8	5	3.67116	
-5	-8	6	3.50569	
-5	-8	7	3.3367	
-5	-8	8	3.1694	
-5	-8	9	3.00741	
-5	-8	10	2.85297	
-5	-7	-10	3.00453	
-5	-7	-9	3.18272	
-5	-7	-8	3.37206	
-5	-7	-7	3.57025	
-5	-7	-6	3.77314	
-5	-7	-5	3.97422	
-5	-7	-4	4.16421	
-5	-7	-3	4.33128	
-5	-7	-2	4.46213	
-5	-7	-1	4.54423	
-5	-7	0	4.56867	
-5	-7	1	4.53264	
-5	-7	2	4.44029	
-5	-7	3	4.30147	
-5	-7	4	4.12908	
-5	-7	5	3.93623	
-5	-7	6	3.73429	
-5	-7	7	3.53198	
-5	-7	8	3.33533	
-5	-7	9	3.14806	
-5	-7	10	2.9722	
-5	-6	-10	3.12503	
-5	-6	-9	3.32703	
-5	-6	-8	3.54515	
-5	-6	-7	3.77765	
-5	-6	-6	4.02052	
-5	-6	-5	4.26649	
-5	-6	-4	4.50418	
-5	-6	-3	4.71777	
-5	-6	-2	4.88827	
-5	-6	-1	4.99675	
-5	-6	0	5.02924	
-5	-6	1	4.98127	
-5	-6	2	4.85946	
-5	-6	3	4.67918	
-5	-6	4	4.45968	
-5	-6	5	4.21948	
-5	-6	6	3.97353	
-5	-6	7	3.73236	
-5	-6	8	3.50252	
-5	-6	9	3.28749	
-5	-6	10	3.0887	
-5	-5	-10	3.23929	
-5	-5	-9	3.46594	
-5	-5	-8	3.71467	
-5	-5	-7	3.9848	
-5	-5	-6	4.27305	
-5	-5	-5	4.57196	
-5	-5	-4	4.86815	
-5	-5	-3	5.14107	
-5	-5	-2	5.36391	
-5	-5	-1	5.50812	
-5	-5	0	5.55165	
-5	-5	1	5.48728	
-5	-5	2	5.32572	
-5	-5	3	5.09103	
-5	-5	4	4.81193	
-5	-5	5	4.51413	
-5	-5	6	4.2167	
-5	-5	7	3.93172	
-5	-5	8	3.6657	
-5	-5	9	3.42131	
-5	-5	10	3.19889	
-5	-4	-10	3.34288	
-5	-4	-9	3.59373	
-5	-4	-8	3.87332	
-5	-4	-7	4.18257	
-5	-4	-6	4.51971	
-5	-4	-5	4.87798	
-5	-4	-4	5.24268	
-5	-4	-3	5.58823	
-5	-4	-2	5.87775	
-5	-4	-1	6.06889	
-5	-4	0	6.12712	
-5	-4	1	6.04086	
-5	-4	2	5.82731	
-5	-4	3	5.52386	
-5	-4	4	5.17245	
-5	-4	5	4.8078	
-5	-4	6	4.45312	
-5	-4	7	4.12129	
-5	-4	8	3.8179	
-5	-4	9	3.54407	
-5	-4	10	3.29856	
-5	-3	-10	3.43092	
-5	-3	-9	3.7038	
-5	-3	-8	4.01216	
-5	-3	-7	4.35899	
-5	-3	-6	4.74475	
-5	-3	-5	5.16447	
-5	-3	-4	5.60335	
-5	-3	-3	6.0313	
-5	-3	-2	6.39994	
-5	-3	-1	6.64873	
-5	-3	0	6.72532	
-5	-3	1	6.61167	
-5	-3	2	6.33463	
-5	-3	3	5.9503	
-5	-3	4	5.51767	
-5	-3	5	5.08132	
-5	-3	6	4.66787	
-5	-3	7	4.28979	
-5	-3	8	3.9507	
-5	-3	9	3.64954	
-5	-3	10	3.38309	
-5	-2	-10	3.49854	
-5	-2	-9	3.78929	
-5	-2	-8	4.12151	
-5	-2	-7	4.50027	
-5	-2	-6	4.92863	
-5	-2	-5	5.40422	
-5	-2	-4	5.91346	
-5	-2	-3	6.42325	
-5	-2	-2	6.87408	
-5	-2	-1	7.185	
-5	-2	0	7.28175	
-5	-2	1	7.13806	
-5	-2	2	6.79306	
-5	-2	3	6.32549	
-5	-2	4	5.81294	
-5	-2	5	5.30919	
-5	-2	6	4.8427	
-5	-2	7	4.42432	
-5	-2	8	4.05505	
-5	-2	9	3.73133	
-5	-2	10	3.44793	
-5	-1	-10	3.54152	
-5	-1	-9	3.84409	
-5	-1	-8	4.1923	
-5	-1	-7	4.59291	
-5	-1	-6	5.0511	
-5	-1	-5	5.56696	
-5	-1	-4	6.1287	
-5	-1	-3	6.70197	
-5	-1	-2	7.21913	
-5	-1	-1	7.5819	
-5	-1	0	7.69584	
-5	-1	1	7.52678	
-5	-1	2	7.1255	
-5	-1	3	6.59128	
-5	-1	4	6.01721	
-5	-1	5	5.46347	
-5	-1	6	4.95893	
-5	-1	7	4.51242	
-5	-1	8	4.12255	
-5	-1	9	3.78372	
-5	-1	10	3.48914	
-5	0	-10	3.55694	
-5	0	-9	3.86384	
-5	0	-8	4.21797	
-5	0	-7	4.62674	
-5	0	-6	5.09626	
-5	0	-5	5.62769	
-5	0	-4	6.21017	
-5	0	-3	6.80922	
-5	0	-2	7.35412	
-5	0	-1	7.73922	
-5	0	0	7.86085	
-5	0	1	7.681	
-5	0	2	7.25578	
-5	0	3	6.69383	
-5	0	4	6.0948	
-5	0	5	5.52126	
-5	0	6	5.00197	
-5	0	7	4.54475	
-5	0	8	4.14714	
-5	0	9	3.80268	
-5	0	10	3.50399	
-5	1	-10	3.54371	
-5	1	-9	3.8469	
-5	1	-8	4.19598	
-5	1	-7	4.5978	
-5	1	-6	5.05772	
-5	1	-5	5.57603	
-5	1	-4	6.14117	
-5	1	-3	6.71895	
-5	1	-2	7.24137	
-5	1	-1	7.60885	
-5	1	0	7.7249	
-5	1	1	7.55417	
-5	1	2	7.14843	
-5	1	3	6.60899	
-5	1	4	6.03033	
-5	1	5	5.47305	
-5	1	6	4.96594	
-5	1	7	4.51761	
-5	1	8	4.12646	
-5	1	9	3.7867	
-5	1	10	3.49145	
-5	2	-10	3.50277	
-5	2	-9	3.7947	
-5	2	-8	4.12851	
-5	2	-7	4.5095	
-5	2	-6	4.94093	
-5	2	-5	5.42079	
-5	2	-4	5.93579	
-5	2	-3	6.4529	
-5	2	-2	6.91194	
-5	2	-1	7.22993	
-5	2	0	7.32978	
-5	2	1	7.18368	
-5	2	2	6.83203	
-5	2	3	6.35636	
-5	2	4	5.83637	
-5	2	5	5.32666	
-5	2	6	4.85571	
-5	2	7	4.43408	
-5	2	8	4.06247	
-5	2	9	3.73704	
-5	2	10	3.4524	
-5	3	-10	3.43691	
-5	3	-9	3.71138	
-5	3	-8	4.02187	
-5	3	-7	4.37157	
-5	3	-6	4.76119	
-5	3	-5	5.18609	
-5	3	-4	5.63164	
-5	3	-3	6.06765	
-5	3	-2	6.44482	
-5	3	-1	6.70064	
-5	3	0	6.78023	
-5	3	1	6.6643	
-5	3	2	6.38074	
-5	3	3	5.98804	
-5	3	4	5.54726	
-5	3	5	5.10405	
-5	3	6	4.68521	
-5	3	7	4.30306	
-5	3	8	3.96095	
-5	3	9	3.65754	
-5	3	10	3.3894	
-5	4	-10	3.35028	
-5	4	-9	3.60297	
-5	4	-8	3.88496	
-5	4	-7	4.19738	
-5	4	-6	4.53863	
-5	4	-5	4.90216	
-5	4	-4	5.27332	
-5	4	-3	5.62623	
-5	4	-2	5.92312	
-5	4	-1	6.12004	
-5	4	0	6.1807	
-5	4	1	6.09266	
-5	4	2	5.8738	
-5	4	3	5.56317	
-5	4	4	5.20438	
-5	4	5	4.83313	
-5	4	6	4.473	
-5	4	7	4.13687	
-5	4	8	3.83016	
-5	4	9	3.55379	
-5	4	10	3.30633	
-5	5	-10	3.24771	
-5	5	-9	3.47631	
-5	5	-8	3.72752	
-5	5	-7	4.0008	
-5	5	-6	4.29299	
-5	5	-5	4.59673	
-5	5	-4	4.89855	
-5	5	-3	5.17757	
-5	5	-2	5.4062	
-5	5	-1	5.55476	
-5	5	0	5.60008	
-5	5	1	5.53444	
-5	5	2	5.36892	
-5	5	3	5.12865	
-5	5	4	4.84348	
-5	5	5	4.53996	
-5	5	6	4.23757	
-5	5	7	3.94849	
-5	5	8	3.67918	
-5	5	9	3.43219	
-5	5	10	3.20772	
-5	6	-10	3.13411	
-5	6	-9	3.33804	
-5	6	-8	3.55855	
-5	6	-7	3.79399	
-5	6	-6	4.04041	
-5	6	-5	4.29054	
-5	6	-4	4.53286	
-5	6	-3	4.75122	
-5	6	-2	4.92606	
-5	6	-1	5.0377	
-5	6	0	5.07148	
-5	6	1	5.02262	
-5	6	2	4.89798	
-5	6	3	4.71354	
-5	6	4	4.48932	
-5	6	5	4.24446	
-5	6	6	3.99426	
-5	6	7	3.74943	
-5	6	8	3.51653	
-5	6	9	3.29901	
-5	6	10	3.09819	
-5	7	-10	3.01395	
-5	7	-9	3.19397	
-5	7	-8	3.38552	
-5	7	-7	3.58633	
-5	7	-6	3.79228	
-5	7	-5	3.9968	
-5	7	-4	4.19048	
-5	7	-3	4.36119	
-5	7	-2	4.49524	
-5	7	-1	4.5796	
-5	7	0	4.60495	
-5	7	1	4.56831	
-5	7	2	4.47395	
-5	7	3	4.3321	
-5	7	4	4.15613	
-5	7	5	3.95959	
-5	7	6	3.75415	
-5	7	7	3.54871	
-5	7	8	3.34935	
-5	7	9	3.15979	
-5	7	10	2.98203	
-5	8	-10	2.89103	
-5	8	-9	3.04876	
-5	8	-8	3.214	
-5	8	-7	3.38429	
-5	8	-6	3.55572	
-5	8	-5	3.72264	
-5	8	-4	3.87762	
-5	8	-3	4.01169	
-5	8	-2	4.11528	
-5	8	-1	4.17971	
-5	8	0	4.19896	
-5	8	1	4.17114	
-5	8	2	4.09896	
-5	8	3	3.98906	
-5	8	4	3.85042	
-5	8	5	3.69258	
-5	8	6	3.5243	
-5	8	7	3.35269	
-5	8	8	3.18306	
-5	8	9	3.01904	
-5	8	10	2.86285	
-5	9	-10	2.76831	
-5	9	-9	2.90585	
-5	9	-8	3.04786	
-5	9	-7	3.19191	
-5	9	-6	3.33451	
-5	9	-5	3.47101	
-5	9	-4	3.5956	
-5	9	-3	3.70171	
-5	9	-2	3.78262	
-5	9	-1	3.83247	
-5	9	0	3.8473	
-5	9	1	3.82587	
-5	9	2	3.76996	
-5	9	3	3.68394	
-5	9	4	3.57391	
-5	9	5	3.44664	
-5	9	6	3.3086	
-5	9	7	3.16539	
-5	9	8	3.02147	
-5	9	9	2.88011	
-5	9	10	2.74358	
-5	10	-10	2.64803	
-5	10	-9	2.76763	
-5	10	-8	2.88948	
-5	10	-7	3.01134	
-5	10	-6	3.13019	
-5	10	-5	3.24227	
-5	10	-4	3.34312	
-5	10	-3	3.42789	
-5	10	-2	3.49184	
-5	10	-1	3.53094	
-5	10	0	3.54253	
-5	10	1	3.52578	
-5	10	2	3.48188	
-5	10	3	3.41378	
-5	10	4	3.32569	
-5	10	5	3.22241	
-5	10	6	3.10875	
-5	10	7	2.98906	
-5	10	8	2.86699	
-5	10	9	2.74539	
-5	10	10	2.62637	
-4	-10	-10	2.6938	
-4	-10	-9	2.81999	
-4	-10	-8	2.94918	
-4	-10	-7	3.07904	
-4	-10	-6	3.20638	
-4	-10	-5	3.32708	
-4	-10	-4	3.43621	
-4	-10	-3	3.52834	
-4	-10	-2	3.59806	
-4	-10	-1	3.64074	
-4	-10	0	3.65331	
-4	-10	1	3.63483	
-4	-10	2	3.5867	
-4	-10	3	3.51232	
-4	-10	4	3.41655	
-4	-10	5	3.30484	
-4	-10	6	3.18256	
-4	-10	7	3.0545	
-4	-10	8	2.92459	
-4	-10	9	2.79585	
-4	-10	10	2.67046	
-4	-9	-10	2.82185	
-4	-9	-9	2.96792	
-4	-9	-8	3.11967	
-4	-9	-7	3.27462	
-4	-9	-6	3.42907	
-4	-9	-5	3.57793	
-4	-9	-4	3.71472	
-4	-9	-3	3.8319	
-4	-9	-2	3.92168	
-4	-9	-1	3.97712	
-4	-9	0	3.99351	
-4	-9	1	3.9694	
-4	-9	2	3.90694	
-4	-9	3	3.81136	
-4	-9	4	3.68986	
-4	-9	5	3.55026	
-4	-9	6	3.39994	
-4	-9	7	3.24511	
-4	-9	8	3.09058	
-4	-9	9	2.93981	
-4	-9	10	2.79505	
-4	-8	-10	2.95344	
-4	-8	-9	3.12219	
-4	-8	-8	3.30034	
-4	-8	-7	3.48547	
-4	-8	-6	3.67351	
-4	-8	-5	3.85833	
-4	-8	-4	4.0315	
-4	-8	-3	4.18257	
-4	-8	-2	4.30009	
-4	-8	-1	4.37346	
-4	-8	0	4.39527	
-4	-8	1	4.36317	
-4	-8	2	4.28061	
-4	-8	3	4.1558	
-4	-8	4	3.99969	
-4	-8	5	3.82362	
-4	-8	6	3.6377	
-4	-8	7	3.4499	
-4	-8	8	3.26593	
-4	-8	9	3.08949	
-4	-8	10	2.92275	
-4	-7	-10	3.08633	
-4	-7	-9	3.28046	
-4	-7	-8	3.48899	
-4	-7	-7	3.70994	
-4	-7	-6	3.93921	
-4	-7	-5	4.16975	
-4	-7	-4	4.39086	
-4	-7	-3	4.5881	
-4	-7	-2	4.74455	
-4	-7	-1	4.84362	
-4	-7	0	4.87325	
-4	-7	1	4.82958	
-4	-7	2	4.71831	
-4	-7	3	4.55271	
-4	-7	4	4.34973	
-4	-7	5	4.12595	
-4	-7	6	3.89509	
-4	-7	7	3.66709	
-4	-7	8	3.44838	
-4	-7	9	3.24258	
-4	-7	10	3.05135	
-4	-6	-10	3.21738	
-4	-6	-9	3.43916	
-4	-6	-8	3.68178	
-4	-6	-7	3.94431	
-4	-6	-6	4.22328	
-4	-6	-5	4.51122	
-4	-6	-4	4.79511	
-4	-6	-3	5.05539	
-4	-6	-2	5.26695	
-4	-6	-1	5.40341	
-4	-6	0	5.44456	
-4	-6	1	5.38382	
-4	-6	2	5.23093	
-4	-6	3	5.00797	
-4	-6	4	4.74152	
-4	-6	5	4.45577	
-4	-6	6	4.16895	
-4	-6	7	3.89288	
-4	-6	8	3.63413	
-4	-6	9	3.39558	
-4	-6	10	3.17781	
-4	-5	-10	3.34249	
-4	-5	-9	3.59326	
-4	-5	-8	3.87275	
-4	-5	-7	4.18189	
-4	-5	-6	4.51891	
-4	-5	-5	4.87707	
-4	-5	-4	5.24168	
-4	-5	-3	5.58718	
-4	-5	-2	5.87673	
-4	-5	-1	6.06795	
-4	-5	0	6.12625	
-4	-5	1	6.04004	
-4	-5	2	5.8265	
-4	-5	3	5.52304	
-4	-5	4	5.17166	
-4	-5	5	4.80706	
-4	-5	6	4.45245	
-4	-5	7	4.12071	
-4	-5	8	3.81739	
-4	-5	9	3.54364	
-4	-5	10	3.2982	
-4	-4	-10	3.45665	
-4	-4	-9	3.73624	
-4	-4	-8	4.05352	
-4	-4	-7	4.41223	
-4	-4	-6	4.8137	
-4	-4	-5	5.25385	
-4	-4	-4	5.71819	
-4	-4	-3	6.17541	
-4	-4	-2	6.57312	
-4	-4	-1	6.84372	
-4	-4	0	6.92742	
-4	-4	1	6.80338	
-4	-4	2	6.50252	
-4	-4	3	6.08865	
-4	-4	4	5.6273	
-4	-4	5	5.16645	
-4	-4	6	4.73353	
-4	-4	7	4.34053	
-4	-4	8	3.9902	
-4	-4	9	3.68058	
-4	-4	10	3.40776	
-4	-3	-10	3.55424	
-4	-3	-9	3.86038	
-4	-3	-8	4.21347	
-4	-3	-7	4.62082	
-4	-3	-6	5.08833	
-4	-3	-5	5.61697	
-4	-3	-4	6.19565	
-4	-3	-3	6.78983	
-4	-3	-2	7.32924	
-4	-3	-1	7.7096	
-4	-3	0	7.82931	
-4	-3	1	7.65142	
-4	-3	2	7.23093	
-4	-3	3	6.67441	
-4	-3	4	6.08019	
-4	-3	5	5.51041	
-4	-3	6	4.9939	
-4	-3	7	4.53869	
-4	-3	8	4.14254	
-4	-3	9	3.79914	
-4	-3	10	3.50121	
-4	-2	-10	3.62957	
-4	-2	-9	3.95745	
-4	-2	-8	4.34062	
-4	-2	-7	4.79009	
-4	-2	-6	5.31708	
-4	-2	-5	5.92937	
-4	-2	-4	6.62277	
-4	-2	-3	7.36414	
-4	-2	-2	8.06716	
-4	-2	-1	8.58229	
-4	-2	0	8.74765	
-4	-2	1	8.50144	
-4	-2	2	7.93573	
-4	-2	3	7.217	
-4	-2	4	6.48212	
-4	-2	5	5.80446	
-4	-2	6	5.20971	
-4	-2	7	4.69891	
-4	-2	8	4.2633	
-4	-2	9	3.89165	
-4	-2	10	3.57323	
-4	-1	-10	3.67761	
-4	-1	-9	4.01997	
-4	-1	-8	4.42351	
-4	-1	-7	4.90221	
-4	-1	-6	5.47172	
-4	-1	-5	6.1462	
-4	-1	-4	6.92926	
-4	-1	-3	7.79283	
-4	-1	-2	8.64111	
-4	-1	-1	9.28339	
-4	-1	0	9.49344	
-4	-1	1	9.18094	
-4	-1	2	8.47991	
-4	-1	3	7.61918	
-4	-1	4	6.76892	
-4	-1	5	6.00773	
-4	-1	6	5.35521	
-4	-1	7	4.80484	
-4	-1	8	4.34194	
-4	-1	9	3.95119	
-4	-1	10	3.61915	
-4	0	-10	3.69488	
-4	0	-9	4.04255	
-4	0	-8	4.45366	
-4	0	-7	4.94337	
-4	0	-6	5.52917	
-4	0	-5	6.22809	
-4	0	-4	7.0475	
-4	0	-3	7.96275	
-4	0	-2	8.87562	
-4	0	-1	9.57752	
-4	0	0	9.80976	
-4	0	1	9.4661	
-4	0	2	8.70252	
-4	0	3	7.77897	
-4	0	4	6.87997	
-4	0	5	6.08483	
-4	0	6	5.40952	
-4	0	7	4.84391	
-4	0	8	4.37069	
-4	0	9	3.9728	
-4	0	10	3.63572	
-4	1	-10	3.68004	
-4	1	-9	4.02315	
-4	1	-8	4.42777	
-4	1	-7	4.90807	
-4	1	-6	5.47998	
-4	1	-5	6.15817	
-4	1	-4	6.94701	
-4	1	-3	7.81941	
-4	1	-2	8.67991	
-4	1	-1	9.33518	
-4	1	0	9.55167	
-4	1	1	9.23387	
-4	1	2	8.52034	
-4	1	3	7.64725	
-4	1	4	6.78784	
-4	1	5	6.02053	
-4	1	6	5.36405	
-4	1	7	4.8111	
-4	1	8	4.34649	
-4	1	9	3.95458	
-4	1	10	3.62173	
-4	2	-10	3.63424	
-4	2	-9	3.96353	
-4	2	-8	4.34869	
-4	2	-7	4.80103	
-4	2	-6	5.33225	
-4	2	-5	5.95085	
-4	2	-4	6.65366	
-4	2	-3	7.40852	
-4	2	-2	8.12888	
-4	2	-1	8.66106	
-4	2	0	8.8345	
-4	2	1	8.58182	
-4	2	2	7.99984	
-4	2	3	7.26373	
-4	2	4	6.51491	
-4	2	5	5.82737	
-4	2	6	5.22592	
-4	2	7	4.71059	
-4	2	8	4.2719	
-4	2	9	3.89811	
-4	2	10	3.57818	
-4	3	-10	3.56083	
-4	3	-9	3.86885	
-4	3	-8	4.22456	
-4	3	-7	4.63557	
-4	3	-6	5.10828	
-4	3	-5	5.64431	
-4	3	-4	6.23334	
-4	3	-3	6.84121	
-4	3	-2	7.39666	
-4	3	-1	7.79146	
-4	3	0	7.91771	
-4	3	1	7.73478	
-4	3	2	7.30071	
-4	3	3	6.72825	
-4	3	4	6.12	
-4	3	5	5.53944	
-4	3	6	5.01513	
-4	3	7	4.55438	
-4	3	8	4.15432	
-4	3	9	3.80813	
-4	3	10	3.50819	
-4	4	-10	3.46474	
-4	4	-9	3.74651	
-4	4	-8	4.06671	
-4	4	-7	4.42937	
-4	4	-6	4.83622	
-4	4	-5	5.2836	
-4	4	-4	5.75738	
-4	4	-3	6.22614	
-4	4	-2	6.63622	
-4	4	-1	6.91713	
-4	4	0	7.0053	
-4	4	1	6.87796	
-4	4	2	6.56756	
-4	4	3	6.14153	
-4	4	4	5.66849	
-4	4	5	5.19787	
-4	4	6	4.75737	
-4	4	7	4.35869	
-4	4	8	4.00416	
-4	4	9	3.69144	
-4	4	10	3.41631	
-4	5	-10	3.35165	
-4	5	-9	3.60469	
-4	5	-8	3.88714	
-4	5	-7	4.20015	
-4	5	-6	4.54218	
-4	5	-5	4.90673	
-4	5	-4	5.27914	
-4	5	-3	5.6335	
-4	5	-2	5.93187	
-4	5	-1	6.12999	
-4	5	0	6.19122	
-4	5	1	6.10294	
-4	5	2	5.8831	
-4	5	3	5.57107	
-4	5	4	5.21079	
-4	5	5	4.8382	
-4	5	6	4.47696	
-4	5	7	4.13996	
-4	5	8	3.83257	
-4	5	9	3.55569	
-4	5	10	3.30785	
-4	6	-10	3.22721	
-4	6	-9	3.45121	
-4	6	-8	3.69664	
-4	6	-7	3.9627	
-4	6	-6	4.24606	
-4	6	-5	4.5393	
-4	6	-4	4.8293	
-4	6	-3	5.09611	
-4	6	-2	5.31379	
-4	6	-1	5.45482	
-4	6	0	5.49786	
-4	6	1	5.43583	
-4	6	2	5.27883	
-4	6	3	5.04998	
-4	6	4	4.77705	
-4	6	5	4.4851	
-4	6	6	4.19282	
-4	6	7	3.91219	
-4	6	8	3.64973	
-4	6	9	3.40823	
